supplier,brand,lens,code,category,index,material,form,type,blank_mm,sph_min,sph_max,cyl_max,combined_max,range_basis,add_min,add_max,add_range,price,price_promo,price_basis,coating,min_fh_mm,notes
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.74,,Progressive,1.74,Clear,Freeform,grind,,-16.00,+10.00,-6.00,16.00,sphere,0.75,3.50,Add 0.75 to 3.50,127.78,85.19,L25,HMC+,,synchrony book p5; Clear; book $136.30 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDC 1.74,,Progressive,1.74,Clear,Freeform,grind,,-16.00,+10.00,-6.00,16.00,sphere,0.75,3.50,Add 0.75 to 3.50,130.64,87.09,L25,HMC Blue,,synchrony book p5; Clear; book $139.35 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.50,N6492,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,45.00,,deal,HMC+,,synchrony book p6; Clear; deal price fixed for the term (book $60.50 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.50,,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,59.58,39.72,L25,HMC Blue,,synchrony book p6; Clear; book $63.55 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.50,,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,37.78,25.19,L25,HC hard coat,,synchrony book p6; Clear; book $40.30 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.50,54708,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,70.00,,deal,HMC+,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; deal price fixed for the term (book $90.80 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.50,,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,87.98,58.66,L25,HMC Blue,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $93.85 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.50,,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,66.19,44.12,L25,HC hard coat,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $70.60 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.50,57989,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,70.00,,deal,HMC+,,synchrony book p6; Polarised Grey/Brown/Pioneer; deal price fixed for the term (book $90.80 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,84.09,56.06,L25,HMC+ Back Surface Multi-Coat,,synchrony book p6; Polarised Grey/Brown/Pioneer; book $89.70 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,66.19,44.12,L25,HC hard coat,,synchrony book p6; Polarised Grey/Brown/Pioneer; book $70.60 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.53,N6500,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,45.00,,deal,HMC+,,synchrony book p6; Clear; deal price fixed for the term (book $80.75 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,78.56,52.38,L25,HMC Blue,,synchrony book p6; Clear; book $83.80 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,56.77,37.84,L25,HC hard coat,,synchrony book p6; Clear; book $60.55 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.53,57988,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,70.00,,deal,HMC+,,synchrony book p6; Polarised Grey/ Brown; deal price fixed for the term (book $111.00 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,103.03,68.69,L25,HMC+ Back Surface Multi-Coat,,synchrony book p6; Polarised Grey/ Brown; book $109.90 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,85.12,56.75,L25,HC hard coat,,synchrony book p6; Polarised Grey/ Brown; book $90.80 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,75.70,50.47,L25,HMC+,,synchrony book p6; Clear; book $80.75 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,78.56,52.38,L25,HMC Blue,,synchrony book p6; Clear; book $83.80 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,56.77,37.84,L25,HC hard coat,,synchrony book p6; Clear; book $60.55 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,104.06,69.38,L25,HMC+,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $111.00 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,106.92,71.28,L25,HMC Blue,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $114.05 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,85.12,56.75,L25,HC hard coat,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $90.80 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,104.06,69.38,L25,HMC+,,synchrony book p6; Polarised Grey/Brown/Pioneer; book $111.00 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,103.03,68.69,L25,HMC+ Back Surface Multi-Coat,,synchrony book p6; Polarised Grey/Brown/Pioneer; book $109.90 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,85.12,56.75,L25,HC hard coat,,synchrony book p6; Polarised Grey/Brown/Pioneer; book $90.80 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.60,N6513,Progressive,1.60,Clear,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,70.00,,deal,HMC+,,synchrony book p6; Clear; deal price fixed for the term (book $85.80 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.60,,Progressive,1.60,Clear,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,83.30,55.53,L25,HMC Blue,,synchrony book p6; Clear; book $88.85 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.60,,Progressive,1.60,Clear,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,61.50,41.00,L25,HC hard coat,,synchrony book p6; Clear; book $65.60 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.60,54705,Progressive,1.60,Photochromic,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,95.00,,deal,HMC+,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; deal price fixed for the term (book $116.05 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.60,,Progressive,1.60,Photochromic,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,111.66,74.44,L25,HMC Blue,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $119.10 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.60,,Progressive,1.60,Photochromic,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,89.86,59.91,L25,HC hard coat,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $95.85 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.60,57986,Progressive,1.60,Polarised,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,95.00,,deal,HMC+,,synchrony book p6; Polarised Grey/Brown/Pioneer; deal price fixed for the term (book $116.05 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,107.77,71.84,L25,HMC+ Back Surface Multi-Coat,,synchrony book p6; Polarised Grey/Brown/Pioneer; book $114.95 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-12.00,+6.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,89.86,59.91,L25,HC hard coat,,synchrony book p6; Polarised Grey/Brown/Pioneer; book $95.85 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.67,N6521,Progressive,1.67,Clear,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,80.00,,deal,HMC+,,synchrony book p6; Clear; deal price fixed for the term (book $111.00 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.67,,Progressive,1.67,Clear,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,106.92,71.28,L25,HMC Blue,,synchrony book p6; Clear; book $114.05 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.67,54704,Progressive,1.67,Photochromic,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,105.00,,deal,HMC+,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; deal price fixed for the term (book $141.30 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.67,,Progressive,1.67,Photochromic,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,135.33,90.22,L25,HMC Blue,,synchrony book p6; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $144.35 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.67,57985,Progressive,1.67,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,105.00,,deal,HMC+,,synchrony book p6; Polarised Grey/Brown/Pioneer; deal price fixed for the term (book $141.30 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,135.33,90.22,L25,HMC Blue,,synchrony book p6; Polarised Grey/Brown/Pioneer; book $144.35 L20
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.74,N6529,Progressive,1.74,Clear,Freeform,grind,,-16.00,+10.00,-6.00,16.00,sphere,0.75,3.50,Add 0.75 to 3.50,85.00,,deal,HMC+,,synchrony book p6; Clear; deal price fixed for the term (book $126.10 L20)
Synchrony,ZEISS Synchrony,Progressive Ultra HDV 1.74,,Progressive,1.74,Clear,Freeform,grind,,-16.00,+10.00,-6.00,16.00,sphere,0.75,3.50,Add 0.75 to 3.50,121.08,80.72,L25,HMC Blue,,synchrony book p6; Clear; book $129.15 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.50,N6302,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,45.00,,deal,HMC+,,synchrony book p7; Clear; deal price fixed for the term (book $51.30 L20)
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.50,,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,50.95,33.97,L25,HMC Blue,,synchrony book p7; Clear; book $54.35 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.50,,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,29.16,19.44,L25,HC hard coat,,synchrony book p7; Clear; book $31.10 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.50,N6264,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,45.00,,deal,HMC+,,synchrony book p7; Clear; deal price fixed for the term (book $51.30 L20)
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.50,,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,50.95,33.97,L25,HMC Blue,,synchrony book p7; Clear; book $54.35 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.50,,Progressive,1.50,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,29.16,19.44,L25,HC hard coat,,synchrony book p7; Clear; book $31.10 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.50,54813,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,70.00,,deal,HMC+,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; deal price fixed for the term (book $77.90 L20)
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.50,,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,75.89,50.59,L25,HMC Blue,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $80.95 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.50,,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,54.09,36.06,L25,HC hard coat,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $57.70 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.50,54787,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,70.00,,deal,HMC+,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; deal price fixed for the term (book $77.90 L20)
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.50,,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,75.89,50.59,L25,HMC Blue,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $80.95 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.50,,Progressive,1.50,Photochromic,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,54.09,36.06,L25,HC hard coat,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $57.70 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.50,58067,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,70.00,,deal,HMC+,,synchrony book p7; Polarised Grey/Brown/Pioneer; deal price fixed for the term (book $77.90 L20)
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,72.00,48.00,L25,HMC+ Back Surface Multi-Coat,,synchrony book p7; Polarised Grey/Brown/Pioneer; book $76.80 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,54.09,36.06,L25,HC hard coat,,synchrony book p7; Polarised Grey/Brown/Pioneer; book $57.70 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.50,58046,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,70.00,,deal,HMC+,,synchrony book p7; Polarised Grey/Brown/Pioneer; deal price fixed for the term (book $77.90 L20)
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,72.00,48.00,L25,HMC+ Back Surface Multi-Coat,,synchrony book p7; Polarised Grey/Brown/Pioneer; book $76.80 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+6.00,-6.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,54.09,36.06,L25,HC hard coat,,synchrony book p7; Polarised Grey/Brown/Pioneer; book $57.70 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.53,N6310,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,45.00,,deal,HMC+,,synchrony book p7; Clear; deal price fixed for the term (book $68.15 L20)
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,66.75,44.50,L25,HMC Blue,,synchrony book p7; Clear; book $71.20 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,44.95,29.97,L25,HC hard coat,,synchrony book p7; Clear; book $47.95 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.53,N6272,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,45.00,,deal,HMC+,,synchrony book p7; Clear; deal price fixed for the term (book $68.15 L20)
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,66.75,44.50,L25,HMC Blue,,synchrony book p7; Clear; book $71.20 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-3.50,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,44.95,29.97,L25,HC hard coat,,synchrony book p7; Clear; book $47.95 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.53,58066,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,70.00,,deal,HMC+,,synchrony book p7; Polarised Grey/ Brown; deal price fixed for the term (book $98.40 L20)
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,91.22,60.81,L25,HMC+ Back Surface Multi-Coat,,synchrony book p7; Polarised Grey/ Brown; book $97.30 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,73.31,48.88,L25,HC hard coat,,synchrony book p7; Polarised Grey/ Brown; book $78.20 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.53,58045,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,70.00,,deal,HMC+,,synchrony book p7; Polarised Grey/ Brown; deal price fixed for the term (book $98.40 L20)
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,91.22,60.81,L25,HMC+ Back Surface Multi-Coat,,synchrony book p7; Polarised Grey/ Brown; book $97.30 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-4.50,+5.00,-3.50,4.50,sphere,0.75,3.50,Add 0.75 to 3.50,73.31,48.88,L25,HC hard coat,,synchrony book p7; Polarised Grey/ Brown; book $78.20 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,63.89,42.59,L25,HMC+,,synchrony book p7; Clear; book $68.15 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,66.75,44.50,L25,HMC Blue,,synchrony book p7; Clear; book $71.20 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,44.95,29.97,L25,HC hard coat,,synchrony book p7; Clear; book $47.95 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,63.89,42.59,L25,HMC+,,synchrony book p7; Clear; book $68.15 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,66.75,44.50,L25,HMC Blue,,synchrony book p7; Clear; book $71.20 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.59,,Progressive,1.59,Clear,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,44.95,29.97,L25,HC hard coat,,synchrony book p7; Clear; book $47.95 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,92.25,61.50,L25,HMC+,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $98.40 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,95.11,63.41,L25,HMC Blue,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $101.45 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,73.31,48.88,L25,HC hard coat,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $78.20 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,92.25,61.50,L25,HMC+,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $98.40 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,95.11,63.41,L25,HMC Blue,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $101.45 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.59,,Progressive,1.59,Photochromic,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,73.31,48.88,L25,HC hard coat,,synchrony book p7; Photo Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $78.20 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,92.25,61.50,L25,HMC+,,synchrony book p7; Polarised Grey/Brown/Pioneer; book $98.40 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,91.22,60.81,L25,HMC+ Back Surface Multi-Coat,,synchrony book p7; Polarised Grey/Brown/Pioneer; book $97.30 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,73.31,48.88,L25,HC hard coat,,synchrony book p7; Polarised Grey/Brown/Pioneer; book $78.20 L20
Synchrony,ZEISS Synchrony,Progressive Performance HD Short 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-9.00,+6.00,-6.00,9.00,sphere,0.75,3.50,Add 0.75 to 3.50,92.25,61.50,L25,HMC+,,synchrony book p7; Polarised Grey/Brown/Pioneer; book $98.40 L20
